NDC_PACKAGE_CODE,DRUG_BRAND_NAME,DRUG_GENERIC_NAME
59676057530,prezcobix,darunavir_cobicistat
60505000708,dilt-cd,diltiazem_hydrochloride
60598000990,advicor,niacin_vitamin_b3_lovastatin
60687017625,organ-1_nr,guaifenesin
60793043001,embeda,morphine_sulfate_naltrexone_sequestered
60793060601,avinza,morphine_sulfate
61570011156,altace,ramipril
62037069710,taztia_xt,diltiazem_hydrochloride
62037069890,taztia_xt,diltiazem_hydrochloride
62559064290,atacand,candesartan_cilexetil
59075067212,carbatrol,carbamazepine
59604065970,ultram,tramadol_hydrochloride
59630048530,triglide,fenofibrate
60598012490,cardizem_la,diltiazem_hydrochloride
62856024590,aricept,donepezil_hydrochloride
63020009030,alunbrig,brigatinib
63090017060,nuplazid,pimavanserin
63323059303,glucagon,glucagon_hydrochloride
63402020660,aptiom,eslicarbazepine_acetate
63402030830,latuda,lurasidone_hcl
63481004285,hycodan,hydrocodone_bitartrate_homatropine_methylbromide
63481061275,opana,oxymorphone_hydrochloride
63481061370,opana,oxymorphone_hydrochloride
63481062175,percocet,oxycodone_hydrochloride_acetaminophen
63481081201,opana,oxymorphone_hydrochloride
52544016101,norco,hydrocodone_bitartrate_acetaminophen
52604144605,brevital,methohexital_sodium
59572021015,thalomid,thalidomide
61958230101,vemlidy,tenofovir_alafenamide
62559067030,arimidex,anastrozole
63029030105,ecotrin,aspirin
63857032206,kadian,morphine_sulfate
64365050201,targretin,bexarotene
64455010090,cardizem_la,diltiazem_hydrochloride
63824015412,mucinex_junior_strength,guaifenesin
64376081501,multivitamin_with_fluoride,fluoride_iron_niacin_vitamin_a_vitamin_b1_thiamine_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e
64727330802,nature-throid,liothyronine_levothyroxine
64727706501,westhroid,thyroid_porcine
65483009306,ridaura,auranofin
65939038701,ceftin,cefuroxime_axetil
64455079642,cardizem_cd,diltiazem_hydrochloride
64727330201,nature-throid,liothyronine_levothyroxine
64727555001,wp_thyroid,liothyronine_levothyroxine
64727710001,westhroid,thyroid_porcine
64727715002,westhroid,thyroid_porcine
64764011907,colcrys,colchicine
64764015860,actoplus_met,pioglitazone_hydrochloride_metformin_hydrochloride
64764017590,dexilant,dexlansoprazole
65597010330,benicar,olmesartan_medoxomil
65597010610,benicar_hct,olmesartan_medoxomil_hydrochlorothiazide
65939038700,ceftin,cefuroxime_axetil
66215010314,tracleer,bosentan
66582032030,liptruzet,ezetimibe_atorvastatin_calcium
67618030010,senokot,sennosides
67919001101,cubicin,daptomycin
67919004102,sivextro,tedizolid_phosphate
70347008190,yosprala,aspirin_omeprazole
70515061001,prilosec,omeprazole_magnesium
78206014301,maxalt-mlt,rizatriptan_benzoate
456032151,levothroid,levothyroxine_sodium
64455010190,cardizem_la,diltiazem_hydrochloride
65597010390,benicar,olmesartan_medoxomil
65726025190,innopran_xl,propranolol_hydrochloride
65726040125,antara,fenofibrate_micronized
65939038742,ceftin,cefuroxime_axetil
65939039401,ceftin,cefuroxime_axetil
66267062900,coumadin,warfarin_sodium
66582031574,vytorin,ezetimibe_simvastatin
68084099432,calcium_antacid,calcium_carbonate
68546017260,austedo,deutetrabenazine
68611019002,iluvien,fluocinolone_acetonide
69437031601,naprosyn,naproxen
70199000201,antivert,meclizine_hydrochloride
69489012230,ximino,minocycline_hydrochloride
70564080202,fulyzaq,crofelemer
71369002016,doptelet,avatrombopag
71773005005,xerava,eravacycline
72143023330,accutane,isotretinoin
72495040128,intrarosa,prasterone_gl701_or_dhea
73116010106,farydak,panobinostat
4014301,rocaltrol,calcitriol
9517302,vagifem,estradiol
24574502,adlyxin,lixisenatide
24574702,adlyxin,lixisenatide
48105003,synthroid,levothyroxine_sodium
48113013,synthroid,levothyroxine_sodium
69581043,tikosyn,dofetilide
91112011,edex,alprostadil
310008828,daliresp,roflumilast
456032673,levothroid,levothyroxine_sodium
52604512502,levoxyl,levothyroxine_sodium
55289076430,levothroid,levothyroxine_sodium
76299032285,stendra,avanafil
78206016201,renflexis,infliximab_murine
59385002101,belbuca,buprenorphine_hydrochloride
63481095260,belbuca,buprenorphine_hydrochloride
338954003,clinolipid,soybean_oil_olive_oil
944288401,glassia,alpha-1-proteinase_inhibitor_human
66479002356,amicar,aminocaproic_acid
23599060,androderm,testosterone
23615301,oxytrol,oxybutynin
85331501,nitro-dur,nitroglycerin
50419045601,climara,estradiol
50474080403,neupro,rotigotine
50474080503,neupro,rotigotine
52544047254,alora,estradiol
78066406,utibron_neohaler,indacaterol_glycopyrrolate
17314360505,duragesic,fentanyl
50458009005,duragesic,fentanyl
7440106,arranon,nelarabine
9055501,lincocin,lincomycin_hydrochloride
13111415,cyklokapron,tranexamic_acid
24580121,xyzal,levocetirizine
29321548,paxil,paroxetine_hydrochloride
29609039,augmentin,amoxicillin_trihydrate_clavulanate_potassium
37900105,levsin,hyoscyamine_sulfate
74126901,demerol,meperidine_hydrochloride
74630513,eryped,erythromycin_ethylsuccinate
74636910,e_e_s,erythromycin_ethylsuccinate
87611142,cafcit,caffeine_citrate
88120932,anzemet,dolasetron_mesylate_monohydrate
63481082001,belbuca,buprenorphine_hydrochloride
67386010201,desoxyn,methamphetamine_hydrochloride
77333011810,fiber_laxative,calcium_polycarbophil
78206015301,proscar,finasteride
85127901,pegintron,peginterferon_alfa-2b
456032274,levothroid,levothyroxine_sodium
456032751,levothroid,levothyroxine_sodium
456032874,levothroid,levothyroxine_sodium
456133000,levothroid,levothyroxine_sodium
52604517501,levoxyl,levothyroxine_sodium
52604517502,levoxyl,levothyroxine_sodium
73302045601,ella,ulipristal_acetate
472500760,carafate,sucralfate
62161000855,xyrem,sodium_oxybate_gamma_hydroxybutyrate_or_ghb
49502090001,emsam,selegiline_hydrochloride
50474080603,neupro,rotigotine
65162014904,lyllana,estradiol
2237711,emgality,galcanezumab
2772411,taltz,ixekizumab
4026706,demadex,torsemide
6302501,zinplava,bezlotoxumab
15321230,paraplatin,carboplatin
45021504,motrin_childrens,ibuprofen
45025501,haldol,haloperidol_lactate
71440210,benadryl,diphenhydramine_hydrochloride
78066961,arzerra,ofatumumab
83001976,tegretol,carbamazepine
766144028,nicoderm_cq,nicotine
24059240,eloxatin,oxaliplatin
29604959,amoxil,amoxicillin_trihydrate
45019250,motrin_childrens,ibuprofen
45060304,motrin_childrens,ibuprofen
78043561,reclast,zoledronic_acid
9509506,cleocin,clindamycin_phosphate
9752905,camptosar,irinotecan_hydrochloride
29609229,augmentin,amoxicillin_trihydrate_clavulanate_potassium
71425903,benadryl,diphenhydramine_hydrochloride
74144304,levophed,norepinephrine_bitartrate
85173101,cipro,ciprofloxacin
85176303,cipro,ciprofloxacin
88109720,allegra,fexofenadine_hydrochloride
121477107,zamicet,hydrocodone_bitartrate_acetaminophen
169770521,norditropin_flexpro,somatropin_recombinant_rhgh
187000301,capital_and_codeine,acetaminophen_codeine_phosphate
310173030,fasenra,benralizumab
407141359,omnipaque,iohexol
409669501,amidate,etomidate
451150060,prelone,prednisolone
456320212,namenda,memantine
536082585,cough,guaifenesin
597004724,viramune,nevirapine
603082394,q-dryl,diphenhydramine_hydrochloride
603085781,q-tussin,guaifenesin
641113131,infumorph,morphine_sulfate
641600125,ativan,lorazepam
641603901,infumorph,morphine_sulfate
781323434,glatopa,glatiramer_acetate
904506500,robafen_ac,codeine_phosphate_guaifenesin
904506516,robafen_ac,codeine_phosphate_guaifenesin
904567120,allergy_relief,loratadine
904584709,mapap,acetaminophen
11523716301,claritin,loratadine
13893069149,pin-x,pyrantel_pamoate
16477012030,dallergy,chlorpheniramine_maleate_phenylephrine_hydrochloride
27505000401,apokyn,apomorphine_hydrochloride
42998050521,emflaza,deflazacort
49230053425,venofer,iron_sucrose
49502069303,accuneb,albuterol_sulfate
50242005306,rituxan,rituximab_murine
50242015001,ocrevus,ocrelizumab
50383077116,docu_liquid,docusate_sodium
50419018844,magnevist,gadopentetate_dimeglumine
50991059816,lortuss_dm,dextromethorphan_hydrobromide_doxylamine_succinate_pseudoephedrine_hydrochloride
50991082616,alahist_dm,dexbrompheniramine_maleate_dextromethorphan_hydrobromide_phenylephrine_hydrochloride
51759020210,ajovy,fremanezumab
54092070203,firazyr,icatibant_acetate
49502067260,duoneb,ipratropium_bromide_albuterol_sulfate
50580053404,benadryl_childrens_allergy,diphenhydramine_hydrochloride
50962020360,zantac,ranitidine_hydrochloride
51079076909,zantac,ranitidine_hydrochloride
55513095601,vectibix,panitumumab_hamster
58281056102,lioresal,baclofen
58468009003,synvisc-one,hylan_polmers_hylan_a_hylan_b_avain
59137053500,rasuvo,methotrexate
59137054004,rasuvo,methotrexate
54838051180,hyosyne,hyoscyamine_sulfate
59630045016,furadantin,nitrofurantoin
60809080101,krystexxa,pegloticase
63304020601,riomet,metformin_hydrochloride
63824017165,delsym,dextromethorphan_polistirex
65250026604,exparel,bupivacaine
65649021124,pepcid,famotidine
66490004101,dhe_45,dihydroergotamine_mesylate
66794016202,mitigo,morphine_sulfate
67386013051,vyepti,eptinezumab
68094058859,childrens_acetaminophen,acetaminophen
76014000233,bloxiverz,neostigmine_methylsulfate
76045000906,simplist_dilaudid,hydromorphone_hydrochloride
78018004,sandostatin,octreotide_acetate
19650010001,fluvirin,influenza_virus_vaccine_avian
49281079038,typhim_vi,typhoid_vi_polysaccharide_vaccine
55513011101,aranesp,darbepoetin_alfa
58160082011,engerix-b,hepatitis_b_vaccine_recombinant_yeast
58160082052,engerix-b,hepatitis_b_vaccine_recombinant_yeast
59353040009,mircera,methoxy_polyethylene_glycol-epoetin_beta
61314031201,zarxio,filgrastim_e_coli
63323081701,sublimaze,fentanyl_citrate
66521010410,fluvirin,influenza_virus_vaccine_avian
71863020206,biorphen,phenylephrine_hydrochloride
2197590,axiron,testosterone
89074006,qvar,beclomethasone_dipropionate
135061503,flonase_sensimist,fluticasone_furoate
310080060,tudorza_pressair,aclidinium_bromide
58809055508,vanacof_dm,dextromethorphan_hydrobromide_guaifenesin_phenylephrine_hydrochloride
6409431,recombivax_hb,hepatitis_b_virus_subtype_adw_hbsag_surface_protein_antigen
574206727,evamist,estradiol
173069702,advair,fluticasone_propionate_salmeterol
66267020408,toradol,ketorolac_tromethamine
69206012090,elfolate,l-methylfolate_calcium
63459051201,actiq,fentanyl_citrate
6473901,pneumovax_23,streptococcus_pneumoniae_type_1_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_2_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_3_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_4_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_5_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_6b_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_7f_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_8_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_9n_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_9v_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_10a_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_11a_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_12f_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_14_capsular_polysaccharide_antigen_streptococcus_pneumoniae_type_15b_capsular_polysaccharide_antigen_streptococc
69543037230,prometrium,progesterone
71376020403,jornay,methylphenidate_hydrochloride
79802020030,rezurock,belumosudil
60793085610,levoxyl,levothyroxine_sodium
78034642,vivelle-dot,estradiol
766142018,nicoderm_cq,nicotine
50419045204,climara,estradiol
65162099704,dotti,estradiol
4026129,cellcept,mycophenolate_mofetil
24279210,ferrlecit,iron
45025446,haldol_decanoate,haloperidol_decanoate
70347020003,toprol_xl,metoprolol_succinate
143954810,adriamycin,doxorubicin_hydrochloride
173066518,mepron,atovaquone
486077116,zamicet,hydrocodone_bitartrate_acetaminophen
536059085,diocto,docusate_sodium
603133058,iophen_dm-nr,dextromethorphan_hydrobromide_guaifenesin
603084058,q-pap,acetaminophen
12843039324,phillips_milk_of_magnesia,magnesium_hydroxide
17478017212,xopenex,levalbuterol_hydrochloride
18860067870,gastrocrom,cromolyn_sodium
42023011410,ketalar,ketamine_hydrochloride
50458016420,levaquin,levofloxacin
52652400101,epaned,enalapril_maleate
53014021604,valstar,valrubicin
54643105500,aristospan,triamcinolone_hexacetonide
55513074101,parsabiv,etelcalcetide
603107858,cheratussin_dac,codeine_phosphate_guaifenesin_pseudoephedrine_hydrochloride
713070389,hycet,hydrocodone_bitartrate_acetaminophen
55513088002,evenity,romosozumab
58809065150,pediaclear_pd_childrens_allergy,triprolidine_hydrochloride
59011044225,dilaudid,hydromorphone_hydrochloride
59676029515,sporanox,itraconazole
60258000316,cytra_k,potassium_citrate_citric_acid_monohydrate
62856058446,banzel,rufinamide
63102010116,actinel_cough,dextromethorphan_hydrobromide_guaifenesin_pseudoephedrine_hydrochloride
63459039502,treanda,bendamustine
67979000101,valstar,valrubicin
69528030116,ozobax,baclofen
71336100001,onpattro,patisiran
11098003002,sublimaze,fentanyl_citrate
11098003010,sublimaze,fentanyl_citrate
49884027052,nascobal,cyanocobalamin_vitamin_b12
55513002501,aranesp,darbepoetin_alfa
55513011104,aranesp,darbepoetin_alfa
71858010505,tirosint-sol,levothyroxine_sodium
71858014505,tirosint-sol,levothyroxine_sodium
315057604,flonase_allergy_relief,fluticasone_propionate
76045001011,simplist_dilaudid,hydromorphone_hydrochloride
173069600,advair,fluticasone_propionate_salmeterol
206882002,zosyn,piperacillin_sodium_tazobactam_sodium
8006301,phenergan,promethazine_hydrochloride
60842002201,auvi-q,epinephrine
173068221,ventolin_hfa,albuterol
2871501,humulin_70_30,insulin_regular_recombinant_insulin_suspension_isophane_nph_recombinant
2822827,lyumjev,insulin_lispro
5020110,hibtiter,haemophilus_b_conjugate_vaccine_diphtheria_crm197_protein
6393154,zioptan,tafluprost
6404541,gardasil,human_papillomavirus_type_6_l1_capsid_protein_antigen_human_papillomavirus_type_11_l1_capsid_protein_antigen_human_papillomavirus_type_16_l1_capsid_protein_antigen_human_papillomavirus_type_18_l1_capsid_protein_antigen
6404731,rotateq,human_rotavirus_a_type_g1p75_strain_wi79_live_antigen_human_rotavirus_a_type_g2p75_strain_sc2_live_antigen_human_rotavirus_a_type_g3p75_strain_wi78_live_antigen_human_rotavirus_a_type_g4p75_strain_brb_live_antigen_human_rotavirus_a_type_g6p1a8_strain_wi79_live_antigen
6499900,proquad,measles_virus_strain_enders_attenuated_edmonston_live_antigen_mumps_virus_strain_b_level_jeryl_lynn_live_antigen_rubella_virus_strain_wistar_ra_27_3_live_antigen_varicella-zoster_virus_strain_oka_merck_live_antigen
19133221,optiray,ioversol_iodine
19133261,optiray-300,ioversol_iodine
23031207,lacrilube_sop,mineral_oil_petrolatum
26060330,thrombate_iii,antithrombin_iii_human
6761504,decadron,dexamethasone_sodium_phosphate
6889635,timoptic_ocumeter,timolol_maleate
7518010,altabax,retapamulin
7518022,altabax,retapamulin
19095311,conray,iothalamate_meglumine
23031604,fml_forte_s_o_p,fluorometholone
23324030,refresh_optive,glycerin_carboxymethylcellulose_sodium
23477020,naftin,naftifine_hydrochloride
23530030,rhofade,oxymetazoline_hydrochloride
23833510,tazorac,tazarotene
23916305,restasis,cyclosporine
23921105,combigan,brimonidine_tartrate_timolol_maleate
23921110,combigan,brimonidine_tartrate_timolol_maleate
24588236,afrezza,insulin_human_recombinant
31875712,robitussin_adult_cough_+_chest_congestion_dm,dextromethorphan_hydrobromide_guaifenesin
32120370,creon,lipase_porcine_amylase_porcine_protease_porcine
51845001,androgel,testosterone
62165003,ertaczo,sertaconazole_nitrate
34220090,betadine,povidone-iodine
65027125,patanol,olopatadine_hydrochloride
67022612,maalox_advanced,aluminum_hydroxide_magnesium_hydroxide_simethicone
69130501,retacrit,epoetin_alfa
71221435,dilantin,phenytoin
74416405,aminosyn_ii,alanine_arginine_aspartic_acid_glutamic_acid_glycine_histidine_isoleucine_leucine_lysine_acetate_methionine_phenylalanine_proline_serine_threonine_tryptophan_tyrosine_valine
74796703,normosol-r,magnesium_chloride_potassium_chloride_sodium_acetate_anhydrous_sodium_chloride_sodium_gluconate
132020145,fleet,sodium_phosphate_dibasic_sodium_phosphate_monobasic
186024113,xylocaine_mpf,lidocaine_hydrochloride
187511560,ertaczo,sertaconazole_nitrate
496072975,pramosone,hydrocortisone_acetate_pramoxine_hydrochloride
6479200,pedvaxhib,haemophilus_b_conjugate_vaccine_meningococcal_protein_conjugate
9470913,depo-subq_provera_104,medroxyprogesterone_acetate
19132506,optiray,ioversol_iodine
24586901,toujeo_solostar,insulin_glargine
26068525,plasbumin,albumin_human
52027303,nuvaring,ethinyl_estradiol_etonogestrel
62018506,renova,tretinoin
62125129,ortho_tri-cyclen_lo,inertnorgestimate_ethinyl_estradiol
65064305,tobrex,tobramycin
67004462,benefiber,dextrin
67203991,excedrin_migraine,acetaminophen_aspirin_caffeine
69047103,chantix,varenicline_tartrate
69110901,panzyga,immune_globulin_human
69130810,retacrit,epoetin_alfa
69141502,panzyga,immune_globulin_human
72254012,dovonex,calcipotriene
74156029,marcaine,bupivacaine_hydrochloride
74158210,marcaine,bupivacaine_hydrochloride
74176162,marcaine,bupivacaine_hydrochloride_dextrose
74242816,dilaudid,hydromorphone_hydrochloride
74469801,lta,lidocaine_hydrochloride
91440313,colyte,polyethylene_glycol_3350_potassium_chloride_sodium_bicarbonate_sodium_chloride_sodium_sulfate
93531681,previfem,inertnorgestimate_ethinyl_estradiol
72820015,exelderm,sulconazole_nitrate
132020142,fleet,sodium_phosphate_dibasic_sodium_phosphate_monobasic
145002150,luxiq_foam,betamethasone_valerate
145237306,panoxyl,benzoyl_peroxide
173042301,oxistat,oxiconazole_nitrate
173099394,zovirax,acyclovir
178045501,texacort,hydrocortisone
186011713,xylocaine_mpf_with_epinephrine,lidocaine_hydrochloride_epinephrine
186086369,naropin,ropivacaine_hydrochloride_monohydrate
186151501,emla,lidocaine_prilocaine
245002414,amlactin,ammonium_lactate
245015011,klor-con_m15,potassium_chloride
270131637,isovue,iopamidol
280095015,neo-synephrine,phenylephrine_hydrochloride
299590516,differin,adapalene
299610010,pliaglis,lidocaine_tetracaine
316014001,ala-scalp,hydrocortisone
338051948,intralipid,soybean_oil
338956801,tisseel,fibrinogen_human_aprotinin_synthetichuman_thrombin_calcium_chloride
378813650,extina,ketoconazole
409979101,liposyn_iii,soybean_oil
462035830,oxistat,oxiconazole_nitrate
496072904,pramosone,hydrocortisone_acetate_pramoxine_hydrochloride
496077865,analpram_hc,hydrocortisone_acetate_pramoxine_hydrochloride
496089230,recticare,lidocaine
501373010,neosporin,bacitracin_neomycin_polymyxin_b
536354701,daily-vite,calcium_folic_acid_niacin_pantothenic_acid_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e
536718706,sea-omega,omega-3_fatty_acids_vitamin_e
573262019,alavert,loratadine
597008130,atrovent,ipratropium_bromide
603754049,emoquette,desogestrel_ethinyl_estradiolinert
603766517,tri-previfem,inertnorgestimate_ethinyl_estradiol
641041425,hep-lock_u_p,heparin_sodium_porcine
766738000,tums_e-x,calcium_carbonate
904386575,deep_sea,sodium_chloride
941045901,dianeal,dextrose_sodium_chloride_sodium_lactate_calcium_chloride_magnesium_chloride
536344238,cerovite_advanced,biotin_boron_calcium_chloride_chromium_copper_folic_acid_iodine_iron_magnesium_manganese_molybdenum_niacin_nickel_pantothenic_acid_phosphorus_potassium_selenium_silicon_tin_vanadium_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_vitamin_k_zinc
23391950,botox_cosmetic,botulinum_toxin_type_a
62019002,retin-a_micro,tretinoin
65079525,bss,calcium_chloride_magnesium_chloride_potassium_chloride_sodium_acetate_sodium_chloride_sodium_citrate
67000548,ex-lax,sennosides
67011718,gas-x_extra_strength,simethicone
67033671,maalox_advanced,aluminum_hydroxide_magnesium_hydroxide_simethicone
67095930,desenex,miconazole_nitrate
126007292,prevident_5000_booster_plus,sodium_fluoride
145213007,sorilux,calcipotriene
169300301,novolin_r,insulin_regular_recombinant
182451906,therapeutic-m,biotin_boron_calcium_chromium_copper_folic_acid_iodide_iron_magnesium_manganese_molybdenum_niacin_nickel_pantothenic_acid_potassium_selenium_silicon_tin_vanadium_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_vitamin_k_zinc
186011501,xylocaine_with_epinephrine,lidocaine_hydrochloride_epinephrine
187320447,efudex,fluorouracil
245003501,klor-con,potassium_chloride
245003730,klor-con,potassium_chloride
245531611,klor-con,potassium_chloride
259412660,naftin,naftifine_hydrochloride
299383913,rosanil,sulfacetamide_sodium_sulfur_pharmaceutical
299590660,epiduo,adapalene_benzoyl_peroxide
338064406,travasol,alanine_arginine_glycine_histidine_isoleucine_leucine_lysine_methionine_phenylalanine_proline_serine_threonine_tryptophan_tyrosine_valine
338017903,plasma-lyte_148,magnesium_chloride_potassium_chloride_sodium_acetate_trihydrate_sodium_chloride_sodium_gluconate
409104130,carbocaine,mepivacaine_hydrochloride
482490002,elestrin,estradiol
496080345,locoid,hydrocortisone_butyrate
501373001,neosporin,bacitracin_neomycin_polymyxin_b
536138912,hemorrhoidal,phenylephrine_hydrochloride_hard_fat
